Host   Node   Slot  Product  Version   Location
 8536  11515   1       SNAH    6.03    PLYMOUTH,MI
 8537  10543   1       ISCS    6.40    AKRON,OH
 8538  10544  FF       I2IS    7.03    AKRON,OH
Host   Node   Slot  Product  Version   Location
 8538  10544   0        TII  105.35    AKRON,OH
 8539  10545   0        TII  105.35    AKRON,OH
 8539  10545  FF       I2IS    7.03    AKRON,OH
 8541  12053   1       XCOM  104.03    CORPUS CHRISTI,TX
 8542  10546  FF       I2IS    7.03    AKRON,OH
 8542  10546   0        TII  105.35    AKRON,OH
 8543  10547   0        TII  105.35    AKRON,OH
 8543  10547  FF       I2IS    7.03    AKRON,OH
 8544  10550   0        TII  105.35    AKRON,OH
 8544  10550  FF       I2IS    7.03    AKRON,OH
 8545  10551  FF       I2IS    7.03    SAN DIEGO,CA
 8545  10551   0        TII  105.22    SAN DIEGO,CA
 8546  10551   1       ACOM    2.03    SAN DIEGO,CA
 8547   4254   2       CMTI  107.04    SACRAMENTO,CA
 8548  11645   2       XCOM  104.03    NASHVILLE,TN
 8549  12354   4       XCOM    0.00    CHICAGO,IL
 8551   2162   2       XCOM  104.03    INDIANAPOLIS,IN
 8553   3045   1       XCOM  104.03    MISSION,KS
 8554  12033  FF       I2IS    7.03    ST.-QUENTIN,
 8554  12033   0        TII  105.35    ST.-QUENTIN,
 8555  12334   1       XCOM  104.03    MIDLAND,TX
 8556   6517   0        TII  105.35    ST.-QUENTIN,
 8556   6517  FF       I2IS    7.03    ST.-QUENTIN,
 8558  12215   1       XCOM  104.03    LUBBOCK,TX
 8559  12744   4       XCOM    0.00    LONDON,
 8560  12020  FF       I2IS    7.03    CAMBRIDGE,
 8560  12020   0        TII  105.22    CAMBRIDGE,
 8561  10157   3       XCOM  104.03    ROCHESTER,NY
 8562   6040   1       SNAH    3.03    ROCHESTER,NY
 8563   2210   2       XCOM  104.03    GLEN ELLYN,IL
 8565   6570  FF       I2IS    7.04    PITTSBURGH,PA
 8565   6570   0        TII  105.22    PITTSBURGH,PA
 8566   6425   0        TII  105.35    NORRISTOWN,PA
 8566   6425  FF       I2IS    7.03    NORRISTOWN,PA
 8567   5740   1       ACOM  103.01    PATUXENT RIVER,MD
 8569  12050   3       SNAH    3.03    MILWAUKEE,WI
 8571   7236   1       ISCS    6.40    WHITE PLAINS,NY
 8571   2475   1       ISCS    6.40    WHITE PLAINS,NY
 8572   6652   1       SNAH    7.00    DENVER,CO
 8573   6652   2       CMTI   12.01    DENVER,CO
 8574   5307   0        TII  105.35    PEORIA,IL
 8574   5307  FF       I2IS   11.33    PEORIA,IL
 8575   6717   1       XCOM  104.03    RICHMOND,VA
 8578   7003   3       CMTI  103.00    NORRISTOWN,PA
 8579   3663   1       ISCS    6.40    PHOENIX,AZ
 8580  10437   1       ISCS  106.03    WASHINGTON,DC
 8581  12353   8       XCOM    0.00    CHICAGO,IL
 8582   5702   2       XCOM  104.03    NORRISTOWN,PA
 8583   4612  FF       I2IS    7.04    BOCA RATON,FL
 8583   4612   0        TII  105.22    BOCA RATON,FL
 8584  10712   3       XCOM  104.03    HOUSTON,TX
 8585  13050   5       XCOM    0.00    DALLAS,TX
 8588   2365   0        TII  105.35    BALTIMORE,MD
 8588   2365  FF       I2IS    7.03    BALTIMORE,MD
 8589   3200   1       SNAH    1.04    BALTIMORE,MD
 8590   2272   1       ACOM  103.01    BALTIMORE,MD
 8591   2365   1       ACOM  103.01    BALTIMORE,MD
 8592   2272   2       SNAH    3.03    BALTIMORE,MD
 8593   6530   1       SNAH    3.03    NEW ORLEANS,LA
Host   Node   Slot  Product  Version   Location
 8594   3251   0        TII  105.35    ST.-CLOUD,
 8594   3251  FF       I2IS    7.03    ST.-CLOUD,
 8595   3626  FF       I2IS    7.03    ST.-CLOUD,
 8595   3626   0        TII  105.35    ST.-CLOUD,
 8596   7360   1       XCOM  104.03    CHICAGO,IL
 8597   3460   2        PBH  107.05    CHICAGO,IL
 8599   7620  FF        TII    0.00    GREENSBORO,NC
 8600  11565   2       MSRV  101.12    CHICAGO,IL
 8600  11526   2       MSRV  101.12    PLYMOUTH,MI
 8600  11563   2       MSRV  101.12    CHICAGO,IL
 8600  12242   2       MSRV  101.12    CHICAGO,IL
 8600  11624   2       MSRV  101.12    DETROIT,MI
 8600  11564   2       MSRV  101.12    CHICAGO,IL
 8600  12367   2       MSRV  101.12    PLYMOUTH,MI
 8600  11525   2       MSRV  101.12    PLYMOUTH,MI
 8600  12233   2       MSRV  101.12    DETROIT,MI
 8600  11625   2       MSRV  101.12    DETROIT,MI
 8601   4451   1       ACOM  103.01    ALEXANDRIA,VA
 8602   3057   1       XCOM  104.03    SAN DIEGO,CA
 8603  10100   1       ISCS    6.40    CORVALLIS,OR
 8604   2264   2       SNAH    3.03    VERNON,CA
 8605  11201   1       SNAH    3.03    BOSTON,MA
 8606  11201   2       CMTI  107.04    BOSTON,MA
 8607   7517   1    UNREPOR    2.04    CAMBERLEY,
 8608   3773   1       XCOM  104.03    PANAMA CITY,
 8609   6014   0        TII  105.35    ROSEVILLE,MI
 8609   6014  FF       I2IS   11.33    ROSEVILLE,MI
 8610   4405   0        TII  105.35    MISSION,KS
 8610   4405  FF       I2IS    7.03    MISSION,KS
 8611   4650   1       ISCS    6.40    MISSION,KS
 8615  13212   1       ISCS    6.40    MISSION,KS
 8615  13211   1       ISCS    6.40    MISSION,KS
 8616   7015   1       XCOM  104.03    PITTSBURGH,PA
 8618  12671   1       XCOM  104.03    EVANSVILLE,IN
 8619   4712  FF       I2IS    7.03    VIENNA,VA
 8619   4712   0        TII  105.22    VIENNA,VA
 8620   5567  FF       I2IS    7.03    VIENNA,VA
 8620   5567   0        TII  105.35    VIENNA,VA
 8622  12021  FF       I2IS    0.00    KARLSRUHE,
 8623   4712   1       XCOM  104.03    VIENNA,VA
 8624   5567   1       XCOM  104.03    VIENNA,VA
 8627  10117  FF       I2IS    7.03    BALTIMORE,MD
 8627  10117   0        TII  105.35    BALTIMORE,MD
 8630  12744   4       XCOM    0.00    LONDON,
 8631   2277   1    UNREPOR    2.04    RACINE,WI
 8632  12257   0        TII  105.22    TAMPA,FL
 8632  12257  FF       I2IS    7.04    TAMPA,FL
 8633  11775   3       XCOM  104.03    NEWPORT BEACH,CA
 8634  10103  FF       I2IS   11.33    ANN ARBOR,MI
 8634  10103   0        TII  105.35    ANN ARBOR,MI
 8636  12670   2    UNREPOR    2.04    PHOENIX,AZ
 8637   4765   2       XCOM  104.03    HAZELWOOD,MO
 8638  11641   0        TII  105.22    WASHINGTON,DC
 8638  11641  FF       I2IS    7.03    WASHINGTON,DC
 8639  10105   0        TII  105.61    PENNSAUKEN,NJ
 8639  10105  FF       I2IS   11.33    PENNSAUKEN,NJ
 8640   2473   1       XCOM  104.03    FREDERICK,MD
 8641  12147   1       XCOM  104.03    PENSACOLA,FL
 8642  11371   3       XCOM  104.03    SANTA BARBARA,CA
Host   Node   Slot  Product  Version   Location
 8643   5603  FF       I2IS   11.33    YUMA,AZ
 8643   5603   0        TII  105.35    YUMA,AZ
 8646   3206   5       XCOM  104.03    RESTON,VA
 8647   2243  FF        ATC    0.00    ASHWAUBENON,WI
 8648   2322  FF        ATC    0.00    MADISON,WI
 8649  10107   0        TII  105.35    DES PLAINES,IL
 8649  10107  FF       I2IS    7.03    DES PLAINES,IL
 8650  10107   1       ACOM    2.03    DES PLAINES,IL
 8651   2036   2       XCOM  104.03    MINNEAPOLIS,MN
 8652  11775   3       XCOM  104.03    NEWPORT BEACH,CA
 8653   2213   1       SNAH    3.03    LOUISVILLE,KY
 8654   2213   2       CMTI  107.04    LOUISVILLE,KY
 8655   6244   0        TII  105.22    EAGAN,MN
 8655   6244  FF       I2IS    7.03    EAGAN,MN
 8656   2772  FF       I2IS    7.03    EAGAN,MN
 8656   2772   0        TII  105.22    EAGAN,MN
 8657   4307  FF       I2IS    7.03    EAGAN,MN
 8657   4307   0        TII  105.35    EAGAN,MN
 8658   6244   1       XCOM  104.03    EAGAN,MN
 8659   2772   1       XCOM  104.03    EAGAN,MN
 8660   4307   1       XCOM  104.03    EAGAN,MN
 8661  12322   3       MSRV  103.03    NEW YORK,NY
 8662  12542  FF       I2IS   11.33    CATHEDRAL CITY,CA
 8662  12542   0        TII  105.35    CATHEDRAL CITY,CA
 8663   7064   3       XCOM  104.03    JACKSONVILLE,FL
 8664  12322   3       MSRV  103.03    NEW YORK,NY
 8665   3327   4       XCOM  104.03    SURESNES,
 8666   7424  FF       I2IS    7.03    DALLAS,TX
 8666   7424   0        TII  105.35    DALLAS,TX
 8667  10323   1       SNAH    3.03    VERNON,CA
 8668  10323   2       CMTI  107.04    VERNON,CA
 8669  11561   1       CMTI  107.04    CHICAGO,IL
 8670   7032  FF        ATC    0.00    SAN LEANDRO,CA
 8671  10350  FF       I2IS    0.00    FREMONT,CA
 8672  13042  11       XCOM    0.00    DENVER,CO
 8673  10310   2       XCOM  104.03    ORLANDO,FL
 8678   5520   1       ISCS    6.40    LOUISVILLE,KY
 8679  12022  FF       I2IS    0.00    SCHWAEBISCH GMUND,
 8680   6056   0        TII  105.22    SAIPAN,
 8680   6056  FF       I2IS    7.03    SAIPAN,
 8682  11516   1       SNAH    6.03    PLYMOUTH,MI
 8683  12640  FF       I2IS    0.00    GIESSEN,
 8685   3040   2       XCOM  104.03    IRVINE,CA
 8686   3742   5       CMTI  107.04    NEW YORK,NY
 8687   3137   0        TII  105.35    VANCOUVER,BC
 8687   3137  FF       I2IS   11.33    VANCOUVER,BC
 8688   3672   0        TII  105.22    VANCOUVER,BC
 8688   3672  FF       I2IS    7.04    VANCOUVER,BC
 8689   6476   2       XCOM  104.03    PLYMOUTH,MI
 8690  12037   0        TII  105.22    NEWARK,NJ
 8690  12037  FF       I2IS    7.04    NEWARK,NJ
 8691   7174   0        TII  105.35    GLENDALE,CA
 8691   7174  FF       I2IS    7.03    GLENDALE,CA
 8693  10105   1       ISCS    6.40    PENNSAUKEN,NJ
 8694  10142   1    UNREPOR    1.12    HAZELWOOD,MO
 8695   5436   0        TII  105.22    RALEIGH,NC
 8695   5436  FF       I2IS    7.03    RALEIGH,NC
 8697   7416  FF       I2IS    7.03    SAN FRANCISCO,CA
 8697   7416   0        TII  105.22    SAN FRANCISCO,CA
Host   Node   Slot  Product  Version   Location
 8698   7417  FF       I2IS   11.33    SAN FRANCISCO,CA
 8698   7417   0        TII  105.35    SAN FRANCISCO,CA
 8699   7420   0        TII  105.22    SAN FRANCISCO,CA
 8699   7420  FF       I2IS    7.04    SAN FRANCISCO,CA
 8700   3713   1       XCOM    0.00    FREMONT,CA
 8701  11673   1       XCOM  104.03    GREENVILLE,MI
 8702   7005   1    UNREPOR    6.40    DETROIT,MI
 8703  11507  FF       I2IS   11.01    PLYMOUTH,MI
 8703  11507   0        TII  105.22    PLYMOUTH,MI
 8704  11510   0        TII  105.22    PLYMOUTH,MI
 8704  11510  FF       I2IS   11.01    PLYMOUTH,MI
 8705   7446  FF       I2IS    7.03    LEXINGTON,KY
 8705   7446   0        TII  105.35    LEXINGTON,KY
 8706   7421  FF       I2IS    7.03    LAKE SUCCESS,NY
 8706   7421   0        TII  105.22    LAKE SUCCESS,NY
 8707   7422  FF       I2IS    7.03    BLOOMINGTON,MN
 8707   7422   0        TII  105.34    BLOOMINGTON,MN
 8708   3531   1       XCOM  104.03    WEST DES MOINES,IA
 8709  10321   3       XCOM  104.03    IOWA CITY,IA
 8710   3627  FF       I2IS    7.03    BELFAST,
 8710   3627   0        TII  105.22    BELFAST,
 8711   3737   2       ACOM    2.03    CLEARWATER,FL
 8713   6232   3       XCOM  103.01    HAMILTON,
 8713   6233   3       XCOM  104.03    HAMILTON,
 8714  12161   0        TII  105.35    ROTTERDAM,
 8714  12161  FF       I2IS    7.03    ROTTERDAM,
 8715   3004   1       XCOM  104.03    BIRMINGHAM,AL
 8716  11617   1       SNAH    5.05    DETROIT,MI
 8717   5553   0        TII  105.35    BALTIMORE,MD
 8717   5553  FF       I2IS   11.33    BALTIMORE,MD
 8718   5554  FF       I2IS   11.33    BALTIMORE,MD
 8718   5554   0        TII  105.61    BALTIMORE,MD
 8720   3723   1    UNREPOR  101.12    FREMONT,CA
 8721   2404   0        TII  105.35    BROOKFIELD,WI
 8721   2404  FF       I2IS    7.03    BROOKFIELD,WI
 8723  11763   1       XCOM  104.05    OTTAWA,ON
 8724  11516   0        TII  105.22    PLYMOUTH,MI
 8724  11516  FF       I2IS   11.01    PLYMOUTH,MI
 8726   2217   1       SNAH    1.04    BALTIMORE,MD
 8727   6055   1       CMTI  103.00    BALTIMORE,MD
 8728   4524   3       XCOM  104.03    NEW YORK,NY
 8731   4766   3       XCOM  104.03    HAZELWOOD,MO
 8732  11204   0        TII  105.22    ASCOT,
 8732  11204  FF       I2IS    7.03    ASCOT,
 8733   6737  FF       I2IS    7.03    IRVING,TX
 8733   6737   0        TII  105.34    IRVING,TX
 8734   6665   1       XCOM  104.05    NEW YORK,NY
 8735   5040   2       XCOM  104.03    IRVINE,CA
 8736  11267   1       ISCS    6.40    AMARILLO,TX
 8737  11266   1       ISCS    6.40    FT. COLLINS,CO
 8738  10676   1       ACOM    3.01    LINTHICUM,MD
 8739   3773   1       XCOM  104.03    PANAMA CITY,
 8740   6614   1       ISCS    6.40    AKRON,OH
 8741   5621   4       XCOM  104.03    DALLAS,TX
 8742  10611   2       XCOM  104.03    VERNON,CA
 8743   2604   4       XCOM  104.03    BALTIMORE,MD
 8744  12713   2    UNREPOR    2.04    MEMPHIS,TN
 8745  12712   2    UNREPOR    2.04    METAIRIE,LA
 8746   7314  FF       I2IS    7.03    TULSA,OK
Host   Node   Slot  Product  Version   Location
 8746   7314   0        TII  105.22    TULSA,OK
 8747   4305   0        TII  105.35    DECATUR,IL
 8747   4305  FF       I2IS   11.33    DECATUR,IL
 8748   7314   2       XCOM  104.03    TULSA,OK
 8750   7314   3       XCOM  104.03    TULSA,OK
 8751   4330   0        TII  105.35    LUBBOCK,TX
 8751   4330  FF       I2IS   11.33    LUBBOCK,TX
 8752  10040   1       XCOM  104.03    COLUMBUS,OH
 8753  10040   1       XCOM  104.03    COLUMBUS,OH
 8754   4525   1       ISCS    0.00    COLUMBUS,OH
 8755   6407   1       ISCS    6.40    CEDAR RAPIDS,IA
 8756  10114   4       XCOM  104.03    WESTPORT,CT
 8760  10556   0        TII  105.22    CREVE COEUR,MO
 8760  10556  FF       I2IS    7.03    CREVE COEUR,MO
 8761  10556   1       ACOM    3.01    CREVE COEUR,MO
 8763  10557   0        TII  105.22    DALLAS,TX
 8763  10557  FF       I2IS    7.03    DALLAS,TX
 8764   4035   3       XCOM  104.03    NEW YORK,NY
 8769  12504   3       XCOM  104.03    TALLAHASSEE,FL
 8775  12670   2    UNREPOR    2.04    PHOENIX,AZ
 8776  10023   1       XCOM  104.03    HOUSTON,TX
 8777   3210   4       XCOM  104.03    JACKSONVILLE,FL
 8778  10322   2       XCOM  104.03    VERNON,CA
 8779   7763   2       XCOM  104.03    NEWARK,NJ
 8780  12352   3       XCOM    0.00    CHICAGO,IL
 8783   5070   1       ACOM  103.01    LOS ANGELES,CA
 8788   5720   2       XCOM  104.03    HAZELWOOD,MO
 8789  11737  FF        ATC    0.00    FRANKFURT,
 8791  13316   1       ACOM    0.00    MUNICH,
 8793   6441   1       ISCS    6.40    MIAMI,FL
 8794   3530   1       ISCS    6.40    DETROIT,MI
 8794   4455   1       ISCS    6.40    DETROIT,MI
 8795  10217   1       ISCS    6.40    DORAVILLE,GA
 8795   4176   1       ISCS    6.40    DORAVILLE,GA
 8795   7520   1       ISCS    6.40    DORAVILLE,GA
 8796   6577   1       ISCS    6.40    BOSTON,MA
 8796   6021   1       ISCS    6.40    BOSTON,MA
 8797   6060   3       XCOM  104.03    ALBANY,NY
 8798   7501   1       XCOM  104.03    ROCHESTER,NY
 8799   7501   1       XCOM  104.03    ROCHESTER,NY
 8800   3231   1       ACOM    3.01    CHICAGO,IL
 8801   7752   1       XCOM  104.03    NEWARK,NJ
 8803   5056   4       MSRV  103.03    MEMPHIS,TN
 8804   2330   4       XCOM  104.03    SAN JOSE,CA
 8805  13466  FF        TII    0.00    AMSTERDAM,
 8807   2063   1       XCOM  104.03    MINNEAPOLIS,MN
 8811   4232   1       ISCS    6.40    MELVILLE,NY
 8814  12140   2    UNREPOR    2.04    PITTSBURGH,PA
 8815  11223   2       XCOM  104.03    LONDON,
 8816  10557   2    UNREPOR    1.03    DALLAS,TX
 8817   5332   1       ACOM  103.01    LOS ANGELES,CA
 8818   2707   1       XCOM  103.01    NORRISTOWN,PA
 8819   5710   1       ISCS    6.40    SIOUX FALLS,SD
 8824  12744   4       XCOM    0.00    LONDON,
 8825   6233   2       XCOM  104.03    HAMILTON,
 8826   7764   1       XCOM  104.03    NEWARK,NJ
 8827   5702   1       XCOM  104.03    NORRISTOWN,PA
 8829  11241   1       ISCS    6.40    MOBILE,AL
 8830   6646   2       TRSW   12.43    FREMONT,CA
Host   Node   Slot  Product  Version   Location
 8831  12762  FF       I2IS    0.00    LONDON,
 8832   6604   1       TRSW   12.43    FREMONT,CA
 8833   4251   1       TRSW    0.00    SAN JOSE,CA
 8834  10442   2       TRSW   12.43    FREMONT,CA
 8836   5513   1       TRSW   12.43    FREMONT,CA
 8837   7563   3       SNAH    1.04    IRVINE,CA
 8838  10571  FF       I2IS    7.03    CHICAGO,IL
 8838  10571   0        TII  105.34    CHICAGO,IL
 8839  10572   0        TII  105.22    CHICAGO,IL
 8839  10572  FF       I2IS    7.03    CHICAGO,IL
 8840   2641   1    UNREPOR    2.04    NEWPORT BEACH,CA
 8841   3103   1       SDLC    2.04    RISJSENHOUT,
 8843  10574   1       ISCS    6.40    HILO,HI
 8847   5005   2        PBH  112.04    WICHITA,KS
 8848   6232   2       XCOM  104.03    HAMILTON,
 8849   6664   1       ISCS  106.03    CHICAGO,IL
 8850   2135   2       XCOM  104.03    PISCATAWAY,NJ
 8851   2350  FF       I2IS    7.03    NEW YORK,NY
 8851   2350   0        TII  105.22    NEW YORK,NY
 8852   2350   1       ACOM    2.03    NEW YORK,NY
 8854   7716  FF       I2IS    7.03    ROCKVILLE,MD
 8854   7716   0        TII  105.22    ROCKVILLE,MD
 8855   3057   1       XCOM  104.03    SAN DIEGO,CA
 8856  10602   1       ISCS    6.40    CAPE GIRARDEAU,MO
 8857  10065   1       SNAH    3.03    SAN JOSE,CA
 8858  10065   2       CMTI  107.04    SAN JOSE,CA
 8859  10603   1       ISCS    6.40    EAST ELYRIA,OH
 8860  10604   1       ISCS    6.40    FLORENCE,SC
 8861  10605   1       ISCS    6.40    KINGSTON,NY
 8865   3473  FF       I2IS    7.03    WASHINGTON,DC
 8865   3473   0        TII  105.22    WASHINGTON,DC
 8867   5165   1    UNREPOR  106.03    ESCHBORN,
 8868   7651   1       ISCS    6.40    APPLETON,WI
 8869  10762  FF        TII    0.00    KNOXVILLE,TN
 8870   6203   1       ACOM    2.03    PHILADELPHIA,PA
 8871   2446   1       ISCS    6.40    TEXARKANA,TX
 8872   2566   1       ISCS    6.40    PIERRE,SD
 8874   6431  FF       I2IS   11.33    LONDON,
 8874   6431   0        TII  105.35    LONDON,
 8876  10432   1       ISCS    6.40    LANSING,IL
 8877   4460   1       XCOM  104.03    COLUMBUS,OH
 8878   4365   1       ACOM    2.03    SAN JOSE,CA
 8880  10211   1       XCOM  104.03    DORAVILLE,GA
 8881   2253   1       XCOM  104.03    BOSTON,MA
 8882  11460   1       XCOM  104.03    CHICAGO,IL
 8883   7720   1       XCOM  104.03    MIAMI,FL
 8884   7057   2       XCOM  104.03    NEW YORK,NY
 8885   6262   1       XCOM  104.03    FAIRFAX,VA
 8886  12105   0        TII  105.22    NORFOLK,VA
 8886  12105  FF       I2IS    7.04    NORFOLK,VA
 8890  10276  FF        TII    0.00    ST. LAURENT,PQ
 8891  10612  FF       I2IS    7.04    ST. LAURENT,PQ
 8891  10612   0        TII  105.22    ST. LAURENT,PQ
 8892  10613  FF       I2IS    0.00    ST. LAURENT,PQ
 8893  10614   0        TII  105.22    ST. LAURENT,PQ
 8893  10614  FF       I2IS    7.03    ST. LAURENT,PQ
 8896  12560   3       MSRV  101.12    CHICAGO,IL
 8896  12553   3       MSRV  101.12    PLYMOUTH,MI
 8897   6430   1       ISCS  106.03    MISSISSAUGA,ON
Host   Node   Slot  Product  Version   Location
 8898   3347   4       ACOM    2.03    NEW YORK,NY
 8899   4055   2       XCOM  105.10    BOSTON,MA
 8900   4305   1       ISCS    6.40    DECATUR,IL
 8901   7313   0        TII  105.35    MELBOURNE,
 8901   7313  FF       I2IS   11.01    MELBOURNE,
 8902  11633   1       CMTI  107.04    DETROIT,MI
 8903   7233   2       XCOM  104.03    MINNEAPOLIS,MN
 8904   3350  FF       I2IS   11.33    SAN JOSE,CA
 8904   3350   0        TII  105.35    SAN JOSE,CA
 8905   3350   3       XCOM  104.03    SAN JOSE,CA
 8906   7747   1       ISCS    6.40    WILLIAMSPORT,PA
 8907  10615   1       ISCS    6.40    SECANE,PA
 8908   2575   3       ISCS  106.03    WASHINGTON,DC
 8909  11620   1       CMTI  107.04    DETROIT,MI
 8910  10617   1       ISCS    6.40    EAST SAINT LOUIS,IL
 8912  12655   4        MUX    4.00    SYDNEY,
 8913  11756   3       XCOM    0.00    NORRISTOWN,PA
 8914   2257   1       T2G2  305.22    NEWARK,NJ
 8915   7406   3       XCOM  104.03    TOKYO,
 8915   2242   3       XCOM  104.03    TOKYO,
 8916   2242   1       T2G2  305.22    TOKYO,
 8917   3170   1       ACOM    0.00    SAN JOSE,CA
 8918  10621   1       ISCS    6.40    SOUTH BRUNSWICK,NJ
 8919  10622  FF       I2IS   11.33    SOUTH BRUNSWICK,NJ
 8919  10622   0        TII  105.35    SOUTH BRUNSWICK,NJ
 8920  10622   1       ISCS    6.40    SOUTH BRUNSWICK,NJ
 8921   7667   4       TRSW   12.43    IRVINE,CA
 8922  10251   2       TRSW   12.43    IRVINE,CA
 8923   3043   1       TRSW   12.43    IRVINE,CA
 8924  10521   1       SNAH    3.03    BOSTON,MA
 8925   4357   1       CMTI  107.04    BOSTON,MA
 8931   2124   1       ISCS    6.40    YAKIMA,WA
 8933   2365   2       SNAH    3.03    BALTIMORE,MD
 8934  10165   2       CMTI  107.04    BALTIMORE,MD
 8935   2345  FF       I2IS    0.00    ROSELAND,NJ
 8937  10627   0        TII  105.22    GLEN ELLYN,IL
 8937  10627  FF       I2IS    7.04    GLEN ELLYN,IL
 8944  13273   1       ISCS    6.40    GLEN ELLYN,IL
 8944  13121   1       ISCS    6.40    GLEN ELLYN,IL
 8947  11710  13       XCOM    0.00    NEW YORK,NY
 8950  11144  FF       I2IS   11.33    GRAND RAPIDS,MI
 8950  11144   0        TII  105.35    GRAND RAPIDS,MI
 8951   3557   1       ISCS    6.40    BLOOMFIELD,CT
 8952   7423   1       XCOM  104.03    DENVER,CO
 8953  12025   1       SDLC    2.04    TURIN,
 8954   2024   1       ISCS  106.03    MANILA,
 8955   2240   1       ISCS  106.03    MANILA,
 8956   2141   3       XCOM  104.03    NEW YORK,NY
 8957   2141   3       XCOM  104.03    NEW YORK,NY
 8958   5070   1       ACOM  103.01    LOS ANGELES,CA
 8960   5332   1       ACOM  103.01    LOS ANGELES,CA
 8961  11512   2       XCOM  104.03    PLYMOUTH,MI
 8962   4611   1       XCOM  104.03    DORAVILLE,GA
 8963   5341   1       ISCS    6.40    OAKLAND,CA
 8965   2144   2       XCOM  103.01    NORRISTOWN,PA
 8966  11517   3       MSRV  101.12    PLYMOUTH,MI
 8968   4035   4       XCOM  104.03    NEW YORK,NY
 8969   4035   4       XCOM  104.03    NEW YORK,NY
 8972   6060   1       XCOM  104.03    ALBANY,NY
Host   Node   Slot  Product  Version   Location
 8973   3444   0        TII  105.35    ZAVENTHEM,
 8973   3444  FF       I2IS    7.03    ZAVENTHEM,
 8976  12025   0        TII  105.35    TURIN,
 8976  12025  FF       I2IS    7.03    TURIN,
 8977   7234   1        XPC  101.05    FREMONT,CA
 8978  12063   1       ISCS    6.40    HAZELWOOD,MO
 8978  11646   1       ISCS    6.40    HAZELWOOD,MO
 8979   7300  FF       I2IS    7.03    LAKE SUCCESS,NY
 8979   7300   0        TII  105.35    LAKE SUCCESS,NY
 8980   6573   1       CMTI  107.04    VERNON,CA
 8981   4336   4       XCOM  104.03    MANILA,
 8982   3042   1       SNAH    3.03    NEWPORT BEACH,CA
 8983   6053   3    UNREPOR    1.11    BALTIMORE,MD
 8984   7164   3       XCOM  104.03    SAN FRANCISCO,CA
 8987   2675   0        TII  105.22    ROCKVILLE,MD
 8987   2675  FF       I2IS    7.03    ROCKVILLE,MD
 8988   6144   1       T2G2  305.22    NEW YORK,NY
 8989   5660  FF       I2IS    0.00    SAN JOSE,CA
 8991   2675   1       ISCS  106.03    ROCKVILLE,MD
 8992   7363   1       ISCS    0.00    SAN JOSE,CA
 8993   2675   2    UNKNOWN    2.10    ROCKVILLE,MD
 8994   6737   2       CMTI  107.04    IRVING,TX
 8995   7040   1    UNREPOR    2.04    BALTIMORE,MD
 8996  10211   1       XCOM  104.03    DORAVILLE,GA
 8997   7720   1       XCOM  104.03    MIAMI,FL
 8999  10321   1       SNAH    1.04    IOWA CITY,IA
 9000   5255   0        TII  105.61    FT. WALTON BEACH,FL
 9000   5255  FF       I2IS   13.02    FT. WALTON BEACH,FL
 9001   6505   2       XCOM  104.03    OKLAHOMA CITY,OK
 9003   6471  FF       I2IS   13.02    PHOENIX,AZ
 9003   6471   0        TII  105.61    PHOENIX,AZ
 9005   6340   2       CMTI  107.04    CHICAGO,IL
 9006   3500   2       XCOM  104.03    NEW YORK,NY
 9007   3501   2       XCOM  104.03    NEW YORK,NY
 9008   2111   3       XCOM  104.03    NEW YORK,NY
 9009   2300   2       XCOM  104.03    LINCOLNSHIRE,IL
 9010  11001   1       XCOM  104.03    LEXINGTON,MA
 9010  11002   1       XCOM    0.00    LEXINGTON,MA
 9011  12420   1       XCOM  300.55    DALLAS,TX
 9013   6203   3       CMTI  107.04    PHILADELPHIA,PA
 9014  12744   4       XCOM    0.00    LONDON,
 9015  10140   1       SNAH    3.03    SAN FRANCISCO,CA
 9016  12552  FF       I2IS   11.01    PLYMOUTH,MI
 9016  12552   0        TII  105.22    PLYMOUTH,MI
 9017  10342   3       XCOM  104.03    ALBANY,NY
 9018   7644   1       XCOM  104.03    HOUSTON,TX
 9022   4712   1       XCOM  104.03    VIENNA,VA
 9023   2775   3       XCOM  104.03    BIRMINGHAM,AL
 9026   6154   3        PBH  112.04    FREMONT,CA
 9027   3237  FF       I2IS    7.03    ENGLEWOOD,CO
 9027   3237   0        TII  105.22    ENGLEWOOD,CO
 9029   7113   1       XCOM  104.03    OAKLAND,CA
 9032   3510   1       ISCS    6.40    SAN DIEGO,CA
 9033  12763  FF       I2IS    0.00    LONDON,
 9034  12766  FF       I2IS    0.00    FAIRFAX,VA
 9035  13137  FF        ATC    0.00    VALDEMORO,
 9036  11312  FF        TII    0.00    BROMMA,
 9037   4171  FF       I2IS    7.03    WILSONVILLE,OR
 9037   4171   0        TII  105.35    WILSONVILLE,OR
Host   Node   Slot  Product  Version   Location
 9039   2776   2       XCOM  104.03    NASHVILLE,TN
 9041   2065   1       XCOM  104.03    BALTIMORE,MD
 9043   3535   2       XCOM  104.03    FREELAND,MI
 9046   5473   1       ACOM    3.01    LYON,
 9049  11310   3       XCOM  104.03    IRVINE,CA
 9051   3345   1    UNREPOR    0.00    SAN JOSE,CA
 9052  12762   4       XCOM    0.00    LONDON,
 9053   2443   0        TII  105.35    BURBANK,CA
 9053   2443  FF       I2IS   11.33    BURBANK,CA
 9055  12214   3       SNAH    5.05    SANDVIKEN,
