Host   Node   Slot  Product  Version   Location
 1242   2143   0        TII  105.35    NORRISTOWN,PA
 1243   2144   0        TII  105.35    NORRISTOWN,PA
 1243   2144  FF       I2IS    7.03    NORRISTOWN,PA
 1244   2145  FF       I2IS   11.33    NORRISTOWN,PA
 1244   2145   0        TII  105.35    NORRISTOWN,PA
 1245  10215   4       XCOM  104.03    PROVIDENCE,RI
 1247  11775   3       XCOM  104.03    NEWPORT BEACH,CA
 1248   6370  FF       I2IS    7.03    BLOOMFIELD,CT
 1248   6370   0        TII  105.35    BLOOMFIELD,CT
 1249   6371   0        TII  105.35    BLOOMFIELD,CT
 1249   6371  FF       I2IS    7.03    BLOOMFIELD,CT
 1250   6025   0        TII  105.22    RALEIGH,NC
 1250   6025  FF       I2IS    7.03    RALEIGH,NC
 1255  12754   3       XCOM  104.03    PISCATAWAY,NJ
 1256   2244  FF       I2IS    7.03    GLEN ELLYN,IL
 1256   2244   0        TII  105.22    GLEN ELLYN,IL
 1257  12112   3       XCOM  104.03    PHOENIX,AZ
 1258  11006   1       ISCS    6.40    HUNTSVILLE,AL
 1259   4205   4    UNREPOR  103.03    PLYMOUTH,MI
 1260   7014  FF        ATC    0.00    EGAN,MN
 1261  11061   2        MUX    4.00    HONG KONG,
 1262   4665   1       ACOM    2.03    WEBSTER,NY
 1264   4665   1       ACOM    2.03    WEBSTER,NY
 1265   4665   1       ACOM    2.03    WEBSTER,NY
 1266   7077   1    UNREPOR    2.04    READING,
Host   Node   Slot  Product  Version   Location
 1267  11537  FF        TII    0.00    PLYMOUTH,MI
 1268  10142   1    UNREPOR    1.12    HAZELWOOD,MO
 1269   3442   1       ACOM    4.05    SUNNYVALE,CA
 1270  10313   3       XCOM  105.10    AUSTIN,TX
 1271  11301  FF       I2IS   11.33    LEMOYNE,PA
 1271  11301   0        TII  105.35    LEMOYNE,PA
 1273  11270  FF       I2IS   11.33    SAN RAFAEL,CA
 1273  11270   0        TII  105.35    SAN RAFAEL,CA
 1274   3345   2    UNREPOR    0.00    SAN JOSE,CA
 1275   5207   2       XCOM  103.01    COLUMBUS,OH
 1276   6134  FF        ATC    0.00    HEIDELBERG,
 1278  12543   0        TII  105.35    VIENNA,
 1278  12543  FF       I2IS    7.03    VIENNA,
 1279   3655   0        TII  105.35    AUSTIN,TX
 1279   3655  FF       I2IS   11.33    AUSTIN,TX
 1283   5576  FF       I2IS    7.03    VERNON,CA
 1283   5576   0        TII  105.35    VERNON,CA
 1284   4664  FF       I2IS    7.04    VERNON,CA
 1284   4664   0        TII  105.22    VERNON,CA
 1285   2714   1       XCOM  104.03    NEW YORK,NY
 1286  10111   3       XCOM  104.03    ROCKVILLE,MD
 1286  11364   3       XCOM  104.03    ROCKVILLE,MD
 1286   5226   3       XCOM  104.03    ROCKVILLE,MD
 1286   5425   4       XCOM  104.03    FAIRFAX,VA
 1287  11647   1       XCOM  104.03    WEBSTER,NY
 1288   2335   4       XCOM  104.03    BETHESDA,MD
 1289   4701   1       XCOM  104.03    BILLERICA,MA
 1292   7645   2       XCOM    0.00    SAN JOSE,CA
 1293   5151  FF       I2IS   11.33    TWIN FALLS,ID
 1293   5151   0        TII  105.35    TWIN FALLS,ID
 1294  11435   2       XCOM  104.03    BOSTON,MA
 1296   5203  FF        ATC    0.00    NUREMBERG,
 1297   6771   1       ISCS    6.40    FT. SMITH,AR
 1298   2645   2    UNREPOR    2.04    FAIRFAX,VA
 1300  11553   1       SNAH    5.05    CHICAGO,IL
 1301   4003   2       MSRV  103.03    SAN FRANCISCO,CA
 1301   3513   2       MSRV  103.03    NEWARK,NJ
 1305   2160  FF       I2IS    7.03    DALLAS,TX
 1305   2160   0        TII  105.35    DALLAS,TX
 1306   4440   1       ISCS    6.40    AUSTIN,TX
 1306   3655   1       ISCS    6.40    AUSTIN,TX
 1308   5200  FF       I2IS   11.33    NEW YORK,NY
 1308   5200   0        TII  105.35    NEW YORK,NY
 1309   5306  FF       I2IS    7.03    VERNON,CA
 1309   5306   0        TII  105.35    VERNON,CA
 1310   5566   2       IHSA  101.06    SAN JOSE,CA
 1314   4067   2       ACOM    0.00    SAN JOSE,CA
 1316   2111  FF       I2IS    7.03    NEW YORK,NY
 1316   2111   0        TII  105.22    NEW YORK,NY
 1318   2111   2       XCOM  104.03    NEW YORK,NY
 1319   5200   1       XCOM  300.55    NEW YORK,NY
 1320   2531   1       ISCS    6.40    DALLAS,TX
 1321   4623   1       SNAH    3.03    NORRISTOWN,PA
 1322   3671   2       XCOM  104.03    NEWARK,NJ
 1323   3637   2       SNAH    3.03    GERMANTOWN,MD
 1325   5200   1       XCOM  300.55    NEW YORK,NY
 1327  11031  FF       I2IS    7.04    SPOKANE,WA
 1327  11031   0        TII  105.22    SPOKANE,WA
 1328   3351   3       XCOM  104.03    INDIANAPOLIS,IN
Host   Node   Slot  Product  Version   Location
 1330  11260   2       XCOM  104.03    PHOENIX,AZ
 1332  11515   0        TII  105.22    PLYMOUTH,MI
 1332  11515  FF       I2IS   11.01    PLYMOUTH,MI
 1333  11521   1       CMTI  107.04    PLYMOUTH,MI
 1334  11522   1       CMTI  107.04    PLYMOUTH,MI
 1335  11523   1       CMTI  107.04    PLYMOUTH,MI
 1336  11524   1       CMTI  107.04    PLYMOUTH,MI
 1337  11432   1       CMTI  107.04    PLYMOUTH,MI
 1338   4503   1       XCOM  104.03    NEW YORK,NY
 1339   6674   1       ISCS    6.40    HOUSTON,TX
 1340  11053   1       ISCS    6.40    PROVO,UT
 1341   7514   1       ACOM  103.01    SANTA CLARA,CA
 1342  12215   2       XCOM  104.03    LUBBOCK,TX
 1343   2713   2       ISCS  106.03    NEW YORK,NY
 1344  11325   1       SNAH    3.03    NORRISTOWN,PA
 1345  10142   2       CMTI  107.04    HAZELWOOD,MO
 1347   7042   1       ISCS    6.40    NASHUA,NH
 1348   2303   3       CMTI  107.04    GERMANTOWN,MD
 1349   5745   2    UNKNOWN  200.00    NEWPORT BEACH,CA
 1350  11176  FF       I2IS    7.03    BOSTON,MA
 1350  11176   0        TII  105.35    BOSTON,MA
 1352   6111  FF       I2IS    7.03    THE HAGUE,
 1352   6111   0        TII  105.35    THE HAGUE,
 1353   2167  FF       I2IS    7.03    FAIRFAX,VA
 1353   2167   0        TII  105.35    FAIRFAX,VA
 1354   6112   0        TII  105.35    THE HAGUE,
 1354   6112  FF       I2IS    7.03    THE HAGUE,
 1356  12322   2       ISCS  106.03    NEW YORK,NY
 1357   7147   1       ISCS    6.40    PORTLAND,OR
 1358   4426   2       TRSW   12.24    ROCKVILLE,MD
 1359   7367   1       SNAH    3.03    IRVING,TX
 1361   2162  FF       I2IS    7.04    INDIANAPOLIS,IN
 1361   2162   0        TII  105.22    INDIANAPOLIS,IN
 1362  11325   2       CMTI  107.04    NORRISTOWN,PA
 1363   2152  FF        TII    0.00    DALLAS,TX
 1364   6022   0        TII  105.35    SANTA MARIA,CA
 1364   6022  FF       I2IS   11.33    SANTA MARIA,CA
 1365   3243  FF       I2IS    7.04    SOUTH BEND,IN
 1365   3243   0        TII  105.22    SOUTH BEND,IN
 1367   4027   0        TII  105.35    KINGSTON,MA
 1367   4027  FF       I2IS   11.33    KINGSTON,MA
 1368   4067   2       ACOM    0.00    SAN JOSE,CA
 1369   2463  FF       I2IS    7.04    DALLAS,TX
 1369   2463   0        TII  105.22    DALLAS,TX
 1371   7560   1        PBH  112.04    CEDAR RAPIDS,IA
 1372   7706   0        TII  105.35    MUNCIE,IN
 1372   7706  FF       I2IS   11.33    MUNCIE,IN
 1373  11725  10       XCOM    0.00    SAN JOSE,CA
 1374  12754   3       XCOM  104.03    PISCATAWAY,NJ
 1376  10312   2       TRSW   12.43    IRVINE,CA
 1377   2166   0        TII  105.35    NEWARK,NJ
 1377   2166  FF       I2IS    7.03    NEWARK,NJ
 1380   5040   1       XCOM  104.03    IRVINE,CA
 1384   4252   1       ISCS    6.40    SPRINGFIELD,OH
 1385   6032   3       XCOM    0.00    MANAMA,
 1385   6031   3       XCOM    0.00    MANAMA,
 1386   7301   1       ISCS    6.40    ROME,GA
 1387   7305   1       ISCS    6.40    KENOSHA,WI
 1388  10620   1       XCOM  104.03    DORAVILLE,GA
Host   Node   Slot  Product  Version   Location
 1389   2133   1       XCOM  104.05    BALTIMORE,MD
 1390   3621  FF       I2IS    7.03    MT. OLIVE,NJ
 1390   3621   0        TII  105.22    MT. OLIVE,NJ
 1391   3621   1       ACOM    2.03    MT. OLIVE,NJ
 1393  11046   0        TII  105.22    SUNNYVALE,CA
 1393  11046  FF       I2IS    7.03    SUNNYVALE,CA
 1394   2306   0        TII  105.34    HARTFORD,CT
 1394   2306  FF       I2IS    7.03    HARTFORD,CT
 1395   4604  FF       I2IS    7.03    SCHAUMBURG,IL
 1395   4604   0        TII  105.22    SCHAUMBURG,IL
 1396  11525   1       CMTI  107.04    PLYMOUTH,MI
 1397  12245   1       XCOM  300.55    DENVER,CO
 1398  11320  FF       I2IS    0.00    HEIDELBERG,
 1399  12417   1       ACOM    2.03    MELBOURNE,FL
 1400   2114   1       TMCS    0.00    SAN JOSE,CA
 1401   2141   1       XCOM  104.03    NEW YORK,NY
 1402   4315   1       SNAH    3.03    ROTTERDAM,
 1403   7541   1       XCOM  104.03    CALGARY,AB
 1404   7164   1       XCOM  103.01    SAN FRANCISCO,CA
 1405   6646   1       TRSW   12.43    FREMONT,CA
 1406   3424   3       SNAH    1.04    DAYTON,OH
 1408   7040   0        TII  105.35    BALTIMORE,MD
 1408   7040  FF       I2IS    7.03    BALTIMORE,MD
 1409   4341   0        TII  105.31    MAKATI,
 1409   4341  FF       I2IS   11.01    MAKATI,
 1410  10062   4       XCOM  104.03    MEMPHIS,TN
 1411   5353  FF        ATC    0.00    FRIEDRICHSFELD,
 1412   5074   1       TRSW   12.43    FREMONT,CA
 1413  11033   1       XCOM  104.03    PHOENIX,AZ
 1415  12004  FF       I2IS    0.00    HEIDELBERG,
 1416   2645   2    UNREPOR    2.04    FAIRFAX,VA
 1417   5273  FF       I2IS   11.01    DUSSELDORF,
 1417   5273   0        TII  105.35    DUSSELDORF,
 1418   2240   3       XCOM  104.03    MANILA,
 1419   6356  FF        ATC    0.00    TULIA,TX
 1420   4133   3    UNREPOR  103.03    COLUMBUS,OH
 1422   4537   1       XCOM  104.03    LOS ANGELES,CA
 1423   6410   0        TII  105.22    TEANECK,NJ
 1423   6410  FF       I2IS    7.03    TEANECK,NJ
 1428  12675   0        TII  105.22    ESCHBORN,
 1428  12675  FF       I2IS    7.04    ESCHBORN,
 1429  12664   0        TII  105.35    FLORENCE,
 1429  12664  FF       I2IS   11.01    FLORENCE,
 1430   7371   1       ISCS    6.40    HUNTINGTON,WV
 1432   6164   3       XCOM    0.00    SACRAMENTO,CA
 1434   2052   1       XCOM  104.03    ROCKVILLE,MD
 1436   5151   1       ISCS    6.40    TWIN FALLS,ID
 1437   7055   0        TII  105.22    NEW YORK,NY
 1437   7055  FF       I2IS    7.04    NEW YORK,NY
 1438   4642   2       XCOM    0.00    NEWARK,NJ
 1439   2575   1       XCOM  103.01    WASHINGTON,DC
 1440   2011  FF       I2IS    0.00    FREMONT,CA
 1441  11526   1       CMTI  107.04    PLYMOUTH,MI
 1442   2011   3       XCOM    0.00    FREMONT,CA
 1443   5257   0        TII  105.35    OMAHA,NE
 1443   5257  FF       I2IS    7.03    OMAHA,NE
 1444   2406   3       XCOM  104.03    MINNEAPOLIS,MN
 1445   7051  FF       I2IS    7.04    NEW YORK,NY
 1445   7051   0        TII  105.22    NEW YORK,NY
Host   Node   Slot  Product  Version   Location
 1446   6410   1       ACOM  103.01    TEANECK,NJ
 1447   4041   2       CMTI  107.04    MISSION,KS
 1448   3275  FF        TII    0.00    AMSTERDAM,
 1450   6757   1       SNAH    3.03    NORRISTOWN,PA
 1451   2216   1       SNAH    1.04    MEMPHIS,TN
 1453   7401   3       TRSW   12.43    ROCKVILLE,MD
 1455  10331   2        MUX    0.00    DALLAS,TX
 1456   2713   4       XCOM  104.03    NEW YORK,NY
 1457  12026   1       ISCS    6.40    COLUMBIA,MO
 1458   2146   0        TII  105.35    BOSTON,MA
 1458   2146  FF       I2IS   11.33    BOSTON,MA
 1459  12572   1       XCOM  104.03    WINDSOR,CT
 1460   5545   1       SNAH    3.03    BROOKFIELD,WI
 1461   2311   4       XCOM  104.03    NEWPORT BEACH,CA
 1462   2651   1       SNAH    1.04    GLEN ELLYN,IL
 1463   2203   0        TII  105.22    ROCKVILLE,MD
 1463   2203  FF       I2IS    7.03    ROCKVILLE,MD
 1465   6221  FF       I2IS   11.33    LARAMIE,WY
 1465   6221   0        TII  105.35    LARAMIE,WY
 1467   6213   2       XCOM  104.03    COLUMBUS,OH
 1468   3163   1       XCOM  104.03    HARTFORD,CT
 1469   6671   1       XCOM  104.03    CHICAGO,IL
 1470  10132  FF       I2IS    7.03    MELBOURNE,
 1470  10132   0        TII  105.22    MELBOURNE,
 1473   2041   1       ACOM    2.03    NILES,IL
 1476  11552   1       SNAH    5.05    CHICAGO,IL
 1477   5236   2       CMTI  107.04    GREENSBORO,NC
 1478   7526   1       SNAH    3.03    WINSTON-SALEM,NC
 1479   2143   3       XCOM  104.03    NORRISTOWN,PA
 1482   3232   1       ACOM    2.03    MONTEREY,CA
 1483  11164   1       XCOM  104.03    LEXINGTON,MA
 1485  10323  FF       I2IS    7.03    VERNON,CA
 1485  10323   0        TII  105.35    VERNON,CA
 1486   3502   2       XCOM  104.03    PISCATAWAY,NJ
 1487  11644   1       XCOM  104.03    DORAVILLE,GA
 1488  10611   1       XCOM  104.03    VERNON,CA
 1489   3014  FF       I2IS   11.01    SURESNES,
 1489   3014   0        TII  105.35    SURESNES,
 1490   5651   0        TII  105.22    SCHLIEREN,
 1490   5651  FF       I2IS    7.03    SCHLIEREN,
 1492   2242  FF       I2IS    7.03    TOKYO,
 1492   2242   0        TII  105.22    TOKYO,
 1493  11411   1       CMTI  107.04    NEW YORK,NY
 1494   2713   3       XCOM  104.03    NEW YORK,NY
 1495   3607  FF       I2IS   11.33    SAVANNAH,GA
 1495   3607   0        TII  105.35    SAVANNAH,GA
 1497   2205  FF        TII    0.00    GLEN ELLYN,IL
 1498   2206   0        TII  105.22    GLEN ELLYN,IL
 1498   2206  FF       I2IS    7.03    GLEN ELLYN,IL
 1499   2207  FF       I2IS    7.03    GLEN ELLYN,IL
 1499   2207   0        TII  105.35    GLEN ELLYN,IL
 1500   2210   0        TII  105.35    GLEN ELLYN,IL
 1500   2210  FF       I2IS    7.03    GLEN ELLYN,IL
 1502   3565   1       SNAH    3.03    NEW YORK,NY
 1506   5273   2    UNREPOR    2.04    DUSSELDORF,
 1507   5244   1       XCOM    0.00    VERNON,CA
 1508  10512   3       XCOM  103.01    BOSTON,MA
 1509   6032   3       XCOM    0.00    MANAMA,
 1509   6031   3       XCOM    0.00    MANAMA,
Host   Node   Slot  Product  Version   Location
 1510   7310  FF       I2IS    0.00    GRAFENWOEHR,
 1513  10573   2       XCOM  104.03    CHARLOTTE,NC
 1515   7310   1       ACOM    0.00    GRAFENWOEHR,
 1516   3313   1       XCOM  104.03    NEW YORK,NY
 1517  10010   0        TII  105.22    MELBOURNE,
 1517  10010  FF       I2IS   11.01    MELBOURNE,
 1518   5636  FF        ATC    0.00    HEIDELBERG,
 1520   3416   5       MSRV  103.03    PORT OF SPAIN,
 1521  10746   1       ISCS  106.03    ALLENTOWN,PA
 1522   6474   3    UNREPOR    2.04    PLYMOUTH,MI
 1523   2515  FF       I2IS    7.03    DENVER,CO
 1523   2515   0        TII  105.35    DENVER,CO
 1524   5436   1       ACOM    2.03    RALEIGH,NC
 1525   6025   1       ACOM    2.03    RALEIGH,NC
 1526   5444  FF        ATC    0.00    NUREMBERG,
 1527   3416   2       XCOM  104.03    PORT OF SPAIN,
 1530   7747  FF       I2IS   11.33    WILLIAMSPORT,PA
 1530   7747   0        TII  105.61    WILLIAMSPORT,PA
 1531   3224   0        TII  105.35    NORTH HAMPTON,NH
 1531   3224  FF       I2IS   11.33    NORTH HAMPTON,NH
 1533   3050  FF       I2IS    7.04    GLEN ELLYN,IL
 1533   3050   0        TII  105.22    GLEN ELLYN,IL
 1534   5465   0        TII  105.35    DETROIT,MI
 1534   5465  FF       I2IS    7.03    DETROIT,MI
 1535  11512   0        TII  105.22    PLYMOUTH,MI
 1535  11512  FF       I2IS   11.01    PLYMOUTH,MI
 1536   6306   1       XCOM  104.03    SCHAUMBURG,IL
 1538   3421   0        TII  105.22    MISSISSAUGA,ON
 1538   3421  FF       I2IS    7.03    MISSISSAUGA,ON
 1539   4632   1       ACOM    2.03    SAN FRANCISCO,CA
 1540   5317   1       SNAH    6.03    CLEVELAND,OH
 1541   3337  FF        TII    0.00    NORRISTOWN,PA
 1542   2346   1       ISCS    6.40    NORRISTOWN,PA
 1543  10223   2       XCOM    0.00    RIYADH,
 1544   4311   1       ISCS    6.40    SPRINGFIELD,IL
 1545   4312  FF        TII    0.00    NORRISTOWN,PA
 1546   4332  FF        TII    0.00    NORRISTOWN,PA
 1547   5771   2       SNAH    1.04    COLUMBUS,OH
 1549   3740   1       XCOM  104.03    BROOKFIELD,WI
 1550   5351  FF        TII    0.00    AUSTIN,TX
 1551   3615   1       ISCS    6.40    MEMPHIS,TN
 1551  12045   1       ISCS    6.40    MEMPHIS,TN
 1552   7350  FF       T2G2    0.00    SAN JOSE,CA
 1553   4440   0        TII  105.35    AUSTIN,TX
 1553   4440  FF       I2IS   11.33    AUSTIN,TX
 1554   2640   1       ISCS    6.40    PETERBOROUGH,NH
 1555   6466   1       XCOM  104.03    SAIPAN,
 1556   3576   0        TII  105.22    LONG BEACH,CA
 1556   3576  FF       I2IS    7.03    LONG BEACH,CA
 1557   3576   1       ACOM    3.01    LONG BEACH,CA
 1560  10577   0        TII  105.35    GLENDALE,CA
 1560  10577  FF       I2IS    7.03    GLENDALE,CA
 1561   2033  FF       I2IS    7.03    MOUNTAIN VIEW,CA
 1561   2033   0        TII  105.22    MOUNTAIN VIEW,CA
 1563   4256   1    UNREPOR    0.00    SAN JOSE,CA
 1564   4270  FF       I2IS    7.03    DALLAS,TX
 1564   4270   0        TII  105.22    DALLAS,TX
 1566   5510   3       T2G2  305.22    HAZELWOOD,MO
 1567  12214   4       ACOM  103.01    SANDVIKEN,
Host   Node   Slot  Product  Version   Location
 1568   3421   1       ISCS  106.03    MISSISSAUGA,ON
 1570  11074  FF       I2IS    7.03    EALING,
 1570  11074   0        TII  105.35    EALING,
 1571  10711   1       XCOM  104.03    HOUSTON,TX
 1572   4464   1       ISCS    6.40    SCRANTON,PA
 1573   4164   1       XCOM  104.03    HAZELWOOD,MO
 1574   7560   2       CMTI  107.04    CEDAR RAPIDS,IA
 1575  11047   0        TII  105.22    FT. WORTH,TX
 1575  11047  FF       I2IS    7.04    FT. WORTH,TX
 1576   5013  FF       I2IS   11.33    RAPID CITY,SD
 1576   5013   0        TII  105.35    RAPID CITY,SD
 1577   2112   0        TII  105.31    LODI,CA
 1577   2112  FF       I2IS    7.04    LODI,CA
 1578  11001   2       XCOM  104.03    LEXINGTON,MA
 1578  11002   2       XCOM    0.00    LEXINGTON,MA
 1579   7523   1       XCOM  300.55    FAIRFAX,VA
 1580   4771  FF       I2IS   11.33    JACKSON,TN
 1580   4771   0        TII  105.34    JACKSON,TN
 1581   3502   3       XCOM  104.03    PISCATAWAY,NJ
 1582   7612   3       XCOM  104.03    BOSTON,MA
 1583  10207   1       XCOM  104.03    DORAVILLE,GA
 1584   2257  FF       I2IS    7.04    NEWARK,NJ
 1584   2257   0        TII  105.22    NEWARK,NJ
 1585   7276   1    UNKNOWN    1.00    MEMPHIS,TN
 1587   2260  FF       I2IS    7.03    NEWARK,NJ
 1587   2260   0        TII  105.35    NEWARK,NJ
 1588  11112   3       XCOM  104.03    LITTLE ROCK,AR
 1589  12534   1       ISCS    6.40    LAHAINA,HI
 1590   5433   1       XCOM  104.03    OKLAHOMA CITY,OK
 1591  12030  FF        TII    0.00    LONDON,
 1592   2514   0        TII  105.35    DENVER,CO
 1592   2514  FF       I2IS    7.03    DENVER,CO
 1593  13426   1       XCOM  104.03    SURESNES,
 1593  10227   2       XCOM  104.03    ST.-CLOUD,
 1594   5332   1       ACOM  103.01    LOS ANGELES,CA
 1595   2133   1       XCOM  104.05    BALTIMORE,MD
 1597   2305   5        MUX    4.00    FREMONT,CA
 1599  10461   3       XCOM  104.03    DAYTON,OH
 1601   6542   2       SDLC    2.04    DETROIT,MI
 1602  10420   2        MUX    4.00    EARTH CITY,MO
 1603   4030   3       CMTI  107.04    DURHAM,NC
 1604  11566   1       CMTI  107.04    CHICAGO,IL
 1606  12766   2       XCOM    0.00    FAIRFAX,VA
 1607   2065   1       XCOM  104.03    BALTIMORE,MD
 1608   2425  FF       I2IS    7.04    PHOENIX,AZ
 1608   2425   0        TII  105.22    PHOENIX,AZ
 1609   2426  FF       I2IS    7.04    PHOENIX,AZ
 1609   2426   0        TII  105.22    PHOENIX,AZ
 1610  11764  FF       I2IS   11.33    NORFOLK,VA
 1610  11764   0        TII  105.35    NORFOLK,VA
 1611  11047   1       ACOM    4.06    FT. WORTH,TX
 1612  11160   1       ISCS    6.40    CHICAGO,IL
 1613  12654   1    UNREPOR    2.04    MELBOURNE,
 1614   7402   5       XCOM  104.03    ALBUQUERQUE,NM
 1615   2202  FF       I2IS    7.03    ST.-CLOUD,
 1615   2202   0        TII  105.35    ST.-CLOUD,
 1616  10322   4       XCOM  104.03    VERNON,CA
 1617  12676  FF       I2IS    7.04    ESCHBORN,
 1617  12676   0        TII  105.22    ESCHBORN,
Host   Node   Slot  Product  Version   Location
 1618   4530   0        TII  105.35    CLEVELAND,OH
 1618   4530  FF       I2IS   11.33    CLEVELAND,OH
 1619  12367   1       CMTI  107.04    PLYMOUTH,MI
 1620   4303  FF        ATC    0.00    SECAUCUS,NJ
 1623   5665   0        TII  105.35    SUNNYVALE,CA
 1623   5665  FF       I2IS    7.03    SUNNYVALE,CA
 1624   5665   1       ACOM  103.01    SUNNYVALE,CA
 1625   2713   2       ISCS  106.03    NEW YORK,NY
 1626   4277   0        TII  105.35    FT. WORTH,TX
 1626   4277  FF       I2IS   11.33    FT. WORTH,TX
 1627   2276  FF        TII    0.00    FREMONT,CA
 1629   2513  FF       I2IS    7.03    DENVER,CO
 1629   2513   0        TII  105.35    DENVER,CO
 1630   2414   0        TII  105.35    DENVER,CO
 1630   2414  FF       I2IS   11.33    DENVER,CO
 1631   7712  FF       I2IS    0.00    VERO BEACH,FL
 1632   6642   1       ACOM    2.03    POTOMAC,MD
 1633   4265   1       ISCS  106.03    FAIRFAX,VA
 1634   2317  FF       I2IS    7.03    FREMONT,CA
 1634   2317   0        TII  105.22    FREMONT,CA
 1635   6232   3       XCOM  103.01    HAMILTON,
 1635   6233   3       XCOM  104.03    HAMILTON,
 1636   6254   3       XCOM  104.03    FAIRFAX,VA
 1637   2316   0        TII  105.22    FREMONT,CA
 1637   2316  FF       I2IS    7.03    FREMONT,CA
 1638  11115   2       CMTI  107.04    CHICAGO,IL
 1640   5273   2    UNREPOR    2.04    DUSSELDORF,
 1641   6231   2       XCOM  104.03    HOUSTON,TX
 1642   6032   2       XCOM    0.00    MANAMA,
 1643   3150   0        TII  105.22    NORRISTOWN,PA
 1643   3150  FF       I2IS    7.04    NORRISTOWN,PA
 1644   5376   3       XCOM    0.00    NEW YORK,NY
 1645  11725   6       XCOM    0.00    SAN JOSE,CA
 1646   5301   1       XCOM  104.03    PORTLAND,OR
 1647  12540   0        TII  105.35    VIENNA,VA
 1647  12540  FF       I2IS    7.03    VIENNA,VA
 1648   3614   1       ISCS    6.40    MANKATO,MN
 1649   5252  FF       I2IS    7.04    JACKSON,MS
 1649   5252   0        TII  105.22    JACKSON,MS
 1651  10023   2       T2G2  305.22    HOUSTON,TX
 1653   6361  FF       I2IS    0.00    GIESSEN,
 1654   3155   1       T2G2  305.22    NEWARK,NJ
 1656   2303  FF       I2IS    7.03    GERMANTOWN,MD
 1656   2303   0        TII  105.22    GERMANTOWN,MD
 1657   2303   1       ACOM    2.03    GERMANTOWN,MD
 1658  12723   1       XCOM  104.03    LODI,CA
 1662   3363  FF       I2IS    7.03    BREA,CA
 1662   3363   0        TII  105.22    BREA,CA
 1663   2624   1       SNAH    3.03    NEWPORT BEACH,CA
 1665   5343   2        MUX    0.00    NORRISTOWN,PA
 1666   7165   1    UNREPOR    1.00    SURESNES,
 1667   2015  FF        TII    0.00    NORRISTOWN,PA
 1668   2013  FF        TII    0.00    NORRISTOWN,PA
 1669   6427  FF       I2IS    7.03    YPSILANTI,MI
 1669   6427   0        TII  105.22    YPSILANTI,MI
 1670  11034  FF        ATC    0.00    GARLSTEDT,
 1672   6774   1       ISCS    6.40    TOPEKA,KS
 1673   2010  FF        TII    0.00    FREMONT,CA
 1674   2014  FF        TII    0.00    FREMONT,CA
Host   Node   Slot  Product  Version   Location
 1675   2017  FF        TII    0.00    FREMONT,CA
 1677   2023  FF        TII    0.00    FREMONT,CA
 1678   2046  FF        TII    0.00    DALLAS,TX
 1681   6767   1       ACOM    2.03    HARTFORD,CT
 1682   2042  FF        TII    0.00    DALLAS,TX
 1683   5671   0        TII  105.35    AMES,IA
 1683   5671  FF       I2IS   11.33    AMES,IA
 1684   2047  FF        TII    0.00    NORRISTOWN,PA
 1685   2141   1       XCOM  104.03    NEW YORK,NY
 1686  12524  FF       I2IS    0.00    TORONTO,ON
 1687  10224   1       ISCS    6.40    SAN FRANCISCO,CA
 1688   2335  FF       I2IS    7.03    BETHESDA,MD
 1688   2335   0        TII  105.22    BETHESDA,MD
 1689  11117   2       CMTI  107.04    NEW YORK,NY
 1690   2313  FF        TII    0.00    BLOOMFIELD,CT
 1691   3244   0        TII  105.22    DEARBORN,MI
 1691   3244  FF       I2IS    7.03    DEARBORN,MI
 1692  11710  17       XCOM    0.00    NEW YORK,NY
 1693   5453   2       XCOM  104.03    WEBSTER,NY
 1695   4035   1       ACOM    2.03    NEW YORK,NY
 1696   3224   1       ISCS    6.40    NORTH HAMPTON,NH
 1697   2102   0        TII  105.22    FREMONT,CA
 1697   2102  FF       I2IS    7.04    FREMONT,CA
 1698   2305   0        TII  105.35    FREMONT,CA
 1698   2305  FF       I2IS    7.03    FREMONT,CA
 1699  11640  FF       I2IS    7.03    GLASGOW,
 1699  11640   0        TII  105.35    GLASGOW,
 1700   6067   1       XCOM  104.03    NEWARK,NJ
 1701  11141   2       XCOM  104.03    AMSTERDAM,
 1702   5652   1       SDLC    0.00    NEW YORK,NY
 1703   4035   4       XCOM  104.03    NEW YORK,NY
 1704   3244   2        PBH  107.05    DEARBORN,MI
 1705   5202   0        TII  105.35    SUMMERTON,SC
 1705   5202  FF       I2IS   11.01    SUMMERTON,SC
 1707  11301   1       ISCS    6.40    LEMOYNE,PA
 1708   4361   1       XCOM  104.03    SAN DIEGO,CA
 1709   5647   2       ACOM  103.01    SAN DIEGO,CA
 1710  11457   1       SNAH    3.03    CHICAGO,IL
 1711   7441  FF       I2IS   11.01    LITITZ,PA
 1711   7441   0        TII  105.35    LITITZ,PA
 1712   7441   1       XCOM  104.03    LITITZ,PA
 1713   3320   2       XCOM  104.03    SEATTLE,WA
 1714  10201   3    UNREPOR    2.04    DORAVILLE,GA
 1715  10152   1       T2G2  305.22    SAN FRANCISCO,CA
 1717   5450   2       XCOM  104.03    SEATTLE,WA
 1719  11473   2       XCOM  104.03    NEWARK,NJ
 1720   2614   0        TII  105.35    LANCASTER,CA
 1720   2614  FF       I2IS   11.33    LANCASTER,CA
 1721   3236  FF       I2IS    0.00    NEW YORK,NY
 1722  13126  FF       I2IS    0.00    BAD KREUZNACH,
 1724   6032   3       XCOM    0.00    MANAMA,
