DR
Illegal command 'DR'
type '\'
\IORIN
:>GS
+234342423

I DTA 0010  01E1 
I DTA 0010  01E4 
I DTA 0010  01F7 
I DTA 0010  01E7 
I DTA 0010  01E6 
I DTA 0010  01EE 
I DTA 0010  01EF 
I DTA 0010  01E4 
I DTA 0010  01F9 
I DTA 0010  01EA 
I DTA 0010  01F8 
I DTA 0010  01F3 
I DTA 0010  01EC 
I DTA 0010  01E4 
I DTA 0010  01ED 
I DTA 0010  01F8 
I DTA 0010  01FD 
I DTA 0010  01E4 
I DTA 0010  01EB 
I DTA 0010  02E7  FC
I DTA 0010  01F6 
I DTA 0010  01E5 
I DTA 0010  01E4 
I DTA 0010  01EA 
I DTA 0010  01E6 
I DTA 0010  01FA 
I DTA 0010  01F4 
I DTA 0010  01F0 
I DTA 0010  01E4 
I DTA 0010  01F8 
I DTA 0010  01FE 
I DTA 0010  01E1 
I DTA 0010  01EA 
I DTA 0010  02E4  F0
I DTA 0010  01F4 
I DTA 0010  01E1 
I DTA 0010  01E4 
I DTA 0010  01F2 
I DTA 0010  01E3 
I DTA 0010  01F1 
I DTA 0010  01F5 
I DTA 0010  01E4 
I DTA 0010  02E9  F8
I DTA 0010  01FA 
I DTA 0010  01E4 
I DTA 0010  01FB 
I DTA 0010  02F7  F3
I DTA 0010  01E1 
I DTA 0010  01EA 
I DTA 0010  01F0 
I DTA 0010  01E4 
I DTA 0010  01F5 
I DTA 0010  01E7 
I DTA 0010  01E6 
I DTA 0010  01F8 
I DTA 0010  01F6 
I DTA 0010  01E8 
I DTA 0010  01E2 
I DTA 0010  01FF 
I DTA 0010  01ED 
I DTA 0010  01EA 
I DTA 0010  01F8 
I DTA 0010  01FC 
I DTA 0010  01E4 
I DTA 0010  01F4 
I DTA 0010  01EF 
I DTA 0010  01FA 
I DTA 0010  01E4 
I DTA 0010  01FC 
I DTA 0010  01E5 
I DTA 0010  01EE 
I DTA 0010  01E8 
I DTA 0010  01E2 
I DTA 0010  01FB 
I DTA 0010  01FE 
I DTA 0010  01F6 
I DTA 0010  01F0 
I DTA 0010  01F3 
I DTA 0010  01E6 
I DTA 0010  01F6 
I DTA 0010  01F0 
I DTA 0010  02F7  F7
I DTA 0010  01E4 
I DTA 0010  01E8 
I DTA 0010  01E2 
I DTA 0010  02E2  E2
I DTA 0010  01E2 
I DTA 0010  01E2 
I DTA 0010  01E2 
I DTA 0010  02E2  E2
I DTA 0010  01FF 
I DTA 0010  01EC 
I DTA 0010  01EC 
I DTA 0010  01EC 
I DTA 0010  02EC  FF
I DTA 0010  01FF 
I DTA 0010  01FF 
I DTA 0010  01FF 
I DTA 0010  01FF 
I DTA 0010  01FF 
